,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Owner,Waiver,Free Agent,Status,Total Pts,Matches,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note,Alternative Name
544,49016,1001299,Connor,Rozee,Port Adelaide,senior,20,22/01/2000,184,72,SA,North Adelaide,17,"20""",Connor Rozee,585,Connor,Rozee,DEF,FWD,PTA,,,,Barbeques Treloar,,,owner,1710,22,85,77.73,91.67,90.2,Rozee had a great debut with 18 touches at 77% and 5 tackles. He is a higher priced rookie but showed more here than he did in the JLT.,,
789,42221,293845,Jeremy,Cameron,GWS,senior,18,1/04/1993,196,94,VIC,North Ballarat,146,"381""",Jeremy Cameron,372,Jeremy,Cameron,FWD,,GWS,,,,Fire The Worpedo,,,owner,1856,20,152,92.8,91.67,98.6,,,
822,47013,998172,Tim,Taranto,GWS,senior,14,28/01/1998,186,83,VIC,Sandringham Dragons,54,"22""",Tim Taranto,405,Tim,Taranto,MID,,GWS,,,,DEVQON.1,,,owner,2252,22,97,102.36,91.67,91.8,Taranto was talked about all through the preseason and he came up with the goods for us. 30 touches with 21 by foot and 10 tackles. The only blemish was that his efficiency was just under 50% which saw his score a little restricted.,,
131,772,230202,Kade,Simpson,Carlton,senior,6,5/05/1984,181,76,VIC,Eastern Ranges,320,"137""",Kade Simpson,130,Kade,Simpson,DEF,,CAR,,,,Man of Steele,,,owner,1467,18,65,81.5,91.33,97.6,Simpson still doesn't look like slowing down. 27 touches and 6 marks was a handy contribution. He looks to be a solid option for those that started with him.,,
463,44043,291867,Ben,Brown,North Melbourne,senior,50,20/11/1992,200,101,VIC,Werribee,105,"243""",Ben Brown,504,Ben,Brown,FWD,,NTH,,,,Barbeques Treloar,,,owner,1750,22,93,79.55,91.33,88.6,,,
479,41087,290194,Jamie,Macmillan,North Melbourne,senior,34,23/09/1991,188,89,VIC,Oakleigh Chargers,152,"45""",Jamie Macmillan,520,Jamie,Macmillan,DEF,,NTH,,,,DEVQON.1,,,owner,1469,18,35,81.61,91.33,81.8,Macmillan top scored for the Roos this week on the back of 37 touches and 3 tackles. The ball spent a lot of time in the North defence and may continue to do so as the season progresses.,,
774,40034,280078,Luke,Shuey,West Coast,senior,13,2/06/1990,183,90,VIC,Oakleigh Chargers,194,"134""",Luke Shuey,808,Luke,Shuey,MID,,WCE,,,,Swimming n Titch,,,owner,2221,22,107,100.95,91.33,91.2,Shuey was one of just 3 Eagles over 100 this week. He had 26 touches and 23 were kicks which was great for us. He could have scored better as just 57% of those disposals were effective but it wasn't a great night for them so don't panic just yet.,,
242,47075,998145,Sean,Darcy,Fremantle,senior,4,12/06/1998,201,111,VIC,Geelong Falcons,22,"4""",Sean Darcy,240,Sean,Darcy,RUC,,FRE,,,,,Tue 27th 4am,,waiver,816,11,0,74.18,91,84.6,,,
591,45192,998529,Ivan,Soldo,Richmond,senior,47,1/01/1996,204,106,VIC,Northern Knights,15,"3""",Ivan Soldo,631,Ivan,Soldo,RUC,,RIC,,,,,Tue 27th 4am,,waiver,833,11,88,75.73,90.67,77.6,,,
162,45048,992010,Brayden,Maynard,Collingwood,senior,37,20/09/1996,189,90,VIC,Sandringham Dragons,90,"14""",Brayden Maynard,161,Brayden,Maynard,DEF,,COL,,,,Swimming n Titch,,,owner,1758,22,57,79.91,90.33,88,,,
380,40121,291201,Ricky,Henderson,Hawthorn,senior,31,11/09/1988,188,91,VIC,Trentham,147,"77""",Ricky Henderson,424,Ricky,Henderson,MID,,HAW,,,,Swimming n Titch,,,owner,2086,22,111,94.82,90.33,82.6,,,
424,44114,297899,James,Harmes,Melbourne,senior,4,5/10/1995,185,85,VIC,Dandenong Stingrays,86,"54""",James Harmes,466,James,Harmes,MID,,MEL,,,,TryingAnewStratton,,,owner,2092,22,95,95.09,90.33,93.2,,,
486,42008,290738,Jared,Polec,North Melbourne,senior,13,12/10/1992,187,82,SA,Woodville-West Torrens,123,"67""",Jared Polec,527,Jared,Polec,MID,,NTH,,,,Man of Steele,,,owner,1930,22,118,87.73,90.33,91,Polec had a good first game for the Roos and finished the day with 27 touches 7 marks and a tackle. If the Roos can get back on track he could improve his scoring from this effort.,,
24,42344,293222,Rory,Laird,Adelaide,senior,29,29/12/1993,178,81,SA,West Adelaide,138,"12""",Rory Laird,25,Rory,Laird,DEF,,ADE,,,,Man of Steele,,,owner,2130,22,104,96.82,90,98.4,Laird had a solid JLT series showing that he hasn't lost any of his scoring power. He will be a popular selection again this year.,,
38,42009,291748,Brodie,Smith,Adelaide,senior,33,14/01/1992,190,86,SA,Woodville West Torrens,162,"55""",Brodie Smith,39,Brodie,Smith,DEF,,ADE,,,,Casting Crouch,,,owner,1950,22,89,88.64,90,91.2,Smith was solid for his 81 points from 21 touches. His role may change a little with Doedee out but there is nothing to worry about there.,,
163,39633,280416,Chris,Mayne,Collingwood,senior,16,2/11/1988,188,84,WA,Perth,209,"205""",Chris Mayne,162,Chris,Mayne,MID,,COL,,,,,Tue 27th 4am,,waiver,1423,19,123,74.89,90,88.8,,,
515,41153,280711,Charlie,Dixon,Port Adelaide,senior,22,23/09/1990,200,105,QLD,Redland,131,"205""",Charlie Dixon,556,Charlie,Dixon,FWD,,PTA,,,,,Tue 27th 4am,,waiver,581,9,112,64.56,90,69.8,,,
706,42195,294101,Jason,Johannisen,Western Bulldogs,senior,39,8/11/1992,180,80,WA,East Fremantle,119,"38""",Jason Johannisen,741,Jason,Johannisen,DEF,,WBD,,,,Salt&VinegarCripps,,,owner,1603,19,85,84.37,90,87.6,,,
223,42209,291783,Dylan,Shiel,Essendon,senior,9,9/03/1993,182,82,NSW,Edithvale-Aspinvale,150,"69""",Dylan Shiel,222,Dylan,Shiel,MID,,ESS,,,,Man of Steele,,,owner,2046,21,61,97.43,89.67,99,Shiel was one of only two Bombers to crack the 100 point mark. He had 25 touches with 18 of them being contested. He was one of few shining lights for the Bombers.,,
18,39578,270811,Sam,Jacobs,Adelaide,senior,24,10/04/1988,202,102,SA,Woodville West Torrens,198,"48""",Sam Jacobs,19,Sam,Jacobs,RUC,,ADE,,,,,Tue 27th 4am,,waiver,401,5,125,80.2,89,80.2,,,
46,45041,996059,Harris,Andrews,Brisbane Lions,senior,31,12/11/1996,202,100,QLD,Aspley,91,"9""",Harris Andrews,47,Harris,Andrews,DEF,,BRL,,,,Barbeques Treloar,,,owner,1572,19,72,82.74,89,79.6,,,
209,43083,294092,Anthony,McDonald-Tipungwuti,Essendon,senior,43,22/04/1993,171,76,NT,Gippsland Power,83,"94""",Anthony McDonald-Tipungwuti,208,Anthony,McDonald-Tipungwuti,FWD,,ESS,,,,,Tue 27th 4am,,waiver,1659,22,127,75.41,89,77.8,,,
722,49006,1006130,Bailey,Smith,Western Bulldogs,senior,6,7/12/2000,184,79,VIC,Sandringham Dragons,17,"7""",Bailey Smith,757,Bailey,Smith,MID,,WBD,,,,,Tue 27th 4am,,waiver,1685,22,87,76.59,89,88,Smith had a slow start to his career with just the 8 possessions at 62% efficiency. If you have him the bench is the best spot for now.,,
814,47007,998205,Harry,Perryman,GWS,senior,36,19/12/1998,184,77,NSW,Colingullie,27,"4""",Harry Perryman,397,Harry,Perryman,DEF,,GWS,,,,,Tue 27th 4am,,waiver,1134,15,98,75.6,89,79,,,
816,1557,240700,Heath,Shaw,GWS,senior,23,27/11/1985,183,86,VIC,Northern Knights,297,"38""",Heath Shaw,399,Heath,Shaw,DEF,,GWS,,,,Salt&VinegarCripps,,,owner,1818,22,90,82.64,89,90,,,
411,42251,291962,Chad,Wingard,Hawthorn,senior,20,29/07/1993,183,82,SA,Sturt,156,"241""",Chad Wingard,454,Chad,Wingard,FWD,MID,HAW,,,,Casting Crouch,,,owner,1063,14,62,75.93,88.33,88.4,The Hawks big new recruit missed the JLT with a calf complaint.,,
445,45001,298210,Christian,Petracca,Melbourne,senior,5,4/01/1996,186,94,VIC,Eastern Ranges,80,"75""",Christian Petracca,486,Christian,Petracca,FWD,MID,MEL,,,,TryingAnewStratton,,,owner,1788,22,97,81.27,88.33,85.8,,,
549,39537,260750,Justin,Westhoff,Port Adelaide,senior,39,1/10/1986,200,93,SA,Central Districts,263,"301""",Justin Westhoff,589,Justin,Westhoff,FWD,RUC,PTA,,,,Salt&VinegarCripps,,,owner,1604,20,134,80.2,88,86.4,Westhoff didn't need the ruck duties to get his points. He kicked 5 goals and that was enough for him to get a game high 149 points. He won't get it all his own way every week but a great start.,,
635,40100,280858,Shane,Savage,St Kilda,senior,5,5/01/1991,186,82,VIC,Dandenong Stingrays,158,"62""",Shane Savage,673,Shane,Savage,DEF,,STK,,,,Man of Steele,,,owner,1851,22,90,84.14,88,85.8,,,
287,46031,993799,Brayden,Fiorini,Gold Coast,senior,8,22/08/1997,186,75,VIC,Northern Knights,42,"13""",Brayden Fiorini,285,Brayden,Fiorini,MID,,GCS,,,,Casting Crouch,,,owner,1845,21,80,87.86,87.67,78.2,Fiorini is showing the form we all suspected he had and he got there on the back of 30 touches and 6 tackles this gave him the best score for the Suns.,,
466,41005,280921,Ben,Cunnington,North Melbourne,senior,10,30/06/1991,185,88,VIC,Geelong Falcons,204,"84""",Ben Cunnington,507,Ben,Cunnington,MID,,NTH,,,,Barbeques Treloar,,,owner,2245,22,46,102.05,87.67,82.8,,,
37,40065,270963,Rory,Sloane,Adelaide,senior,9,17/03/1990,183,83,VIC,Eastern Ranges,194,"121""",Rory Sloane,38,Rory,Sloane,MID,,ADE,,,,DEVQON.1,,,owner,2266,22,106,103,87.33,90.8,Sloane returned to former glory scoring that we thought he could do. 9 tackles to go with his 36 touches which came at 76% and included 11 clearances! He will come into a few teams on the back of this performance.,,
106,40111,281078,Liam,Jones,Carlton,senior,14,24/02/1991,198,98,VIC,Scotch College,123,"84""",Liam Jones,105,Liam,Jones,DEF,,CAR,,,,,Tue 27th 4am,,waiver,859,13,0,66.08,87.33,68,,,
334,41020,281065,Mitch,Duncan,Geelong,senior,22,10/06/1991,188,88,WA,East Perth,194,"140""",Mitch Duncan,332,Mitch,Duncan,MID,,GEE,,,,Man of Steele,,,owner,2271,22,79,103.23,87.33,89.8,,,
397,43052,296041,Tim,O'Brien,Hawthorn,senior,23,28/03/1994,193,87,SA,Glenelg,58,"40""",Tim O'Brien,440,Tim,O'Brien,FWD,,HAW,,,,,Tue 27th 4am,,waiver,1147,16,101,71.69,87.33,84.8,,,
811,39698,280762,Shane,Mumford,GWS,senior,41,5/07/1986,199,108,VIC,Geelong,182,"52""",Shane Mumford,394,Shane,Mumford,RUC,,GWS,,,,DEVQON.1,,,owner,1306,16,94,81.62,87.33,65.6,Mumford will miss the first couple of weeks of the season through club suspension.,,
95,46016,996731,Charlie,Curnow,Carlton,senior,30,3/02/1997,194,91,VIC,Geelong Falcons,58,"77""",Charlie Curnow,96,Charlie,Curnow,FWD,,CAR,,,,,Tue 27th 4am,,waiver,754,11,0,68.55,87,88.6,,,
455,43003,291902,Jack,Viney,Melbourne,senior,7,13/04/1994,178,86,VIC,Oakleigh Chargers,114,"31""",Jack Viney,496,Jack,Viney,MID,,MEL,,,,,Tue 27th 4am,,waiver,1699,21,62,80.9,87,80.4,,,
566,42241,293713,Brandon,Ellis,Richmond,senior,5,3/08/1993,181,81,VIC,Calder Cannons,168,"57""",Brandon Ellis,607,Brandon,Ellis,DEF,,RIC,,,,Fire The Worpedo,,,owner,1734,20,63,86.7,87,76.2,,,
728,42023,291545,Mitch,Wallis,Western Bulldogs,senior,3,24/10/1992,186,85,VIC,Calder Cannons,133,"76""",Mitch Wallis,763,Mitch,Wallis,FWD,MID,WBD,,,,,Tue 27th 4am,,waiver,837,10,0,83.7,87,86.6,,,
348,42171,294199,Sam,Menegola,Geelong,senior,27,7/03/1992,189,89,WA,East Fremantle,59,"47""",Sam Menegola,346,Sam,Menegola,FWD,MID,GEE,,,,Casting Crouch,,,owner,732,9,0,81.33,86.67,79,,,
517,49014,1006096,Xavier,Duursma,Port Adelaide,senior,21,7/07/2000,185,71,VIC,Gippsland Power,16,"8""",Xavier Duursma,558,Xavier,Duursma,DEF,MID,PTA,,,,,Tue 27th 4am,,waiver,1479,20,98,73.95,86.67,82,Duursma had a handy 67 for us on debut from his 16 touches at 87%. He looked good and should hold his spot for a while yet.,,
790,42255,291969,Stephen,Coniglio,GWS,senior,3,15/12/1993,182,85,WA,Swan Districts,132,"78""",Stephen Coniglio,373,Stephen,Coniglio,MID,,GWS,,,,,Tue 27th 4am,,waiver,1518,15,0,101.2,86.67,90.8,Coniglio had 3 goals from his 24 kicks and 7 handballs. On top of this he had a handy 7 tackles. Look at him to be a popular trade in target following his 154. Look at him as a captain option too.,,
610,44018,294429,Luke,Dunstan,St Kilda,senior,7,29/01/1995,184,84,SA,Woodville-West Torrens,98,"44""",Luke Dunstan,649,Luke,Dunstan,MID,,STK,,,,Salt&VinegarCripps,,,owner,1675,18,114,93.06,86.33,85,,,
759,42193,294859,Jeremy,McGovern,West Coast,senior,20,15/04/1992,195,100,WA,Claremont,119,"36""",Jeremy McGovern,793,Jeremy,McGovern,DEF,,WCE,,,,Barbeques Treloar,,,owner,1838,21,70,87.52,86,88.6,,,
51,47021,998133,Jarrod,Berry,Brisbane Lions,senior,7,5/02/1998,192,84,VIC,North Ballarat Rebels,50,"25""",Jarrod Berry,52,Jarrod,Berry,MID,,BRL,,,,Salt&VinegarCripps,,,owner,1529,18,67,84.94,85.67,82.8,,,
268,48224,992059,Samuel,Switkowski,Fremantle,senior,39,20/11/1996,178,72,VIC,Box Hill Hawks,16,"5""",Samuel Switkowski,266,Sam,Switkowski,FWD,0,FRE,,,,,Tue 27th 4am,,waiver,1170,18,77,65,85.67,83,,,Sam Switkowski
678,41057,290188,Sam,Reid,Sydney,senior,20,27/12/1991,196,97,VIC,Murray Bushrangers,136,"150""",Sam Reid,715,Sam,Reid,FWD,,SYD,,,,,Tue 27th 4am,,waiver,1726,22,68,78.45,85.33,71.8,,,
225,46037,990606,Will,Snelling,Essendon,senior,40,6/08/1997,174,89,SA,West Adelaide,2,"2""",Will Snelling,831,William,Snelling,MID,0,ESS,,,,,Tue 27th 4am,,waiver,254,3,0,84.67,84.67,84.67,,,William Snelling
272,40020,281007,Michael,Walters,Fremantle,senior,10,7/01/1991,177,75,WA,Swan Districts,145,"252""",Michael Walters,270,Michael,Walters,FWD,MID,FRE,,,,TryingAnewStratton,,,owner,2217,22,74,100.77,84.67,100.8,Walters had a great JLT with an 86 and 92. But are you game enough to select him? Last year he burnt us with suspensions and poor scoring.,,
377,41085,291351,Jack,Gunston,Hawthorn,senior,19,16/10/1991,193,87,VIC,Sandringham Dragons,187,"359""",Jack Gunston,421,Jack,Gunston,FWD,,HAW,,,,Salt&VinegarCripps,,,owner,1597,20,91,79.85,84.67,84.8,,,
696,45119,295136,Caleb,Daniel,Western Bulldogs,senior,35,7/07/1996,168,71,SA,South Adelaide,88,"26""",Caleb Daniel,732,Caleb,Daniel,FWD,,WBD,,,,,Tue 27th 4am,,waiver,1684,17,0,99.06,84.67,91.2,,,
264,47025,998659,Luke,Ryan,Fremantle,senior,38,6/02/1996,186,85,VIC,Coburg,48,"3""",Luke Ryan,262,Luke,Ryan,DEF,,FRE,,,,Swimming n Titch,,,owner,1725,18,0,95.83,84.33,76.4,A solid return for Ryann in the JLT with two in the 80s. He doesn't come cheap but scores like this will certainly make him a solid unique selection.,,
586,39539,250395,Jack,Riewoldt,Richmond,senior,8,31/10/1988,195,91,TAS,Tassie Mariners,254,"614""",Jack Riewoldt,627,Jack,Riewoldt,FWD,,RIC,,,,,Tue 27th 4am,,waiver,689,10,112,68.9,84.33,68.4,,,
637,45023,296205,Jack,Steele,St Kilda,senior,9,13/12/1995,187,88,ACT,Belconnen,73,"24""",Jack Steele,675,Jack,Steele,MID,,STK,,,,Man of Steele,,,owner,1900,20,98,95,84.33,99,Steele was the  best for the Saints and it was the 10 tackles that really helped to go with his 22 touches. He was the only Saint to hit the 100+ mark.,,
304,45043,298272,Touk,Miller,Gold Coast,senior,11,22/02/1996,178,81,VIC,Calder Cannons,95,"27""",Touk Miller,302,Touk,Miller,MID,,GCS,,,,DEVQON.1,,,owner,1527,18,86,84.83,84,94,,,
362,40086,280317,Rhys,Stanley,Geelong,senior,1,1/12/1990,200,100,SA,West Adelaide,129,"82""",Rhys Stanley,360,Rhys,Stanley,RUC,,GEE,,,,,Tue 27th 4am,,waiver,1377,16,95,86.06,84,88.8,,,
569,47027,990827,Jack,Graham,Richmond,senior,34,25/02/1998,180,83,SA,North Adelaide,32,"13""",Jack Graham,610,Jack,Graham,MID,,RIC,,,,Casting Crouch,,,owner,1080,14,61,77.14,84,91.2,,,
178,41062,290289,Josh,Thomas,Collingwood,senior,24,1/10/1991,178,77,QLD,Gold Coast,82,"75""",Josh Thomas,176,Josh,Thomas,FWD,,COL,,,,,Tue 27th 4am,,waiver,1247,20,72,62.35,83.67,74,,,
369,40135,280744,Luke,Breust,Hawthorn,senior,22,11/11/1990,184,84,NSW,Temora,201,"385""",Luke Breust,413,Luke,Breust,FWD,,HAW,,,,Casting Crouch,,,owner,1694,22,126,77,83.67,68,,,
489,39641,270325,Robbie,Tarrant,North Melbourne,senior,25,25/04/1989,196,97,VIC,Bendigo Pioneers,143,"44""",Robbie Tarrant,530,Robbie,Tarrant,DEF,,NTH,,,,Casting Crouch,,,owner,1814,22,96,82.45,83.67,74.8,,,
492,39643,281395,Scott D.,Thompson,North Melbourne,senior,16,9/05/1986,193,96,VIC,Geelong,237,"7""",Scott D. Thompson,533,Scott D.,Thompson,DEF,,NTH,,,,,Tue 27th 4am,,waiver,1335,19,57,70.26,83.33,71.6,,,
435,1582,250089,Jordan,Lewis,Melbourne,senior,6,24/04/1986,186,87,VIC,Geelong Falcons,313,"158""",Jordan Lewis,477,Jordan,Lewis,DEF,,MEL,,,,,Tue 27th 4am,,waiver,797,12,85,66.42,83,75.8,,,
754,2035,240283,Shannon,Hurn,West Coast,senior,25,4/09/1987,187,95,SA,Central District,263,"50""",Shannon Hurn,788,Shannon,Hurn,DEF,,WCE,,,,TryingAnewStratton,,,owner,1967,19,89,103.53,83,84.2,Hurn had a great JLT with 111 and 89. Not many people are talking about him and if you want a unique down back he could be your man.,,
53,44058,990609,Charlie,Cameron,Brisbane Lions,senior,23,5/07/1994,181,75,WA,Swan Districts,101,"139""",Charlie Cameron,54,Charlie,Cameron,FWD,,BRL,,,,Salt&VinegarCripps,,,owner,1755,22,38,79.77,82.67,86.4,,,
657,45017,298539,Isaac,Heeney,Sydney,senior,5,5/05/1996,185,85,NSW,Cardiff,96,"95""",Isaac Heeney,695,Isaac,Heeney,FWD,MID,SYD,,,,Casting Crouch,,,owner,2069,22,54,94.05,82.67,94.4,Heeney has been a popular selection over the past couple of seasons and he has started this one well with 19 touches at 78% however just 6 of those were kicks which stalled his scoring a bit.,,
673,46126,997842,Colin,O'Riordan,Sydney,senior,38,12/10/1995,186,86,,County Tipperary,14,"1""",Colin O'Riordan,710,Colin,O'Riordan,DEF,,SYD,,,,,Tue 27th 4am,,waiver,747,12,0,62.25,82.67,73.8,,,
4,42260,294307,Brad,Crouch,Adelaide,senior,2,12/01/1994,187,88,VIC,North Ballarat Rebels,78,"30""",Brad Crouch,5,Brad,Crouch,MID,,ADE,,,,Fire The Worpedo,,,owner,2164,22,59,98.36,82.33,89.4,Crouch had 28 and kicked 2 goals but it was his efficiency which hurt him at 67%. However 91 still a good start for a guy that didn't play last season and was very underpriced. Look for him to build from here.,,
534,47118,293987,Jarrod,Lienert,Port Adelaide,senior,40,5/08/1994,193,89,SA,Sturt,13,"0""",Jarrod Lienert,575,Jarrod,Lienert,DEF,,PTA,,,,,Tue 27th 4am,,waiver,575,7,0,82.14,82.33,88.2,,,
220,46077,997078,Mason,Redman,Essendon,senior,27,26/08/1997,187,85,SA,Glenelg,19,"1""",Mason Redman,219,Mason,Redman,DEF,,ESS,,,,,Tue 27th 4am,,waiver,1329,19,72,69.95,82,78.6,,,
275,46012,298437,Callum,Ah Chee,Gold Coast,senior,13,9/10/1997,182,71,WA,South Fremantle,45,"24""",Callum Ah Chee,273,Callum,Ah Chee,DEF,FWD,GCS,,,,,Tue 27th 4am,,waiver,82,1,0,82,82,82,,,
740,44091,990290,Tom,Barrass,West Coast,senior,37,8/10/1995,194,95,WA,Claremont,58,"0""",Tom Barrass,774,Tom,Barrass,DEF,,WCE,,,,,Tue 27th 4am,,waiver,938,12,52,78.17,82,80.8,,,
626,43041,294596,Tim,Membrey,St Kilda,senior,28,26/05/1994,188,88,VIC,Gippsland Power,87,"157""",Tim Membrey,664,Tim,Membrey,FWD,,STK,,,,Swimming n Titch,,,owner,1768,22,80,80.36,81.67,87.2,,,
398,42265,294613,Jaeger,O'Meara,Hawthorn,senior,10,23/02/1994,183,84,WA,Dongara,87,"52""",Jaeger O'Meara,441,Jaeger,O'Meara,MID,,HAW,,,,Fire The Worpedo,,,owner,1899,21,99,90.43,81,86.8,O'Meara was great with a couple of goals from his 24 touches and had the second best score for the Hawks. ,,
548,40001,280972,Jack,Watts,Port Adelaide,senior,23,26/03/1991,196,93,VIC,Sandringham Dragons,174,"161""",Jack Watts,588,Jack,Watts,FWD,,PTA,,,,,Tue 27th 4am,,waiver,162,2,0,81,81,81,,,
32,45155,297523,Reilly,O'Brien,Adelaide,senior,43,20/08/1995,202,103,VIC,Calder Cannons,17,"3""",Reilly O'Brien,33,Reilly,O'Brien,RUC,,ADE,,,,Swimming n Titch,,,owner,1715,18,0,95.28,80.67,92.8,,,
146,42350,293871,Jack,Crisp,Collingwood,senior,25,2/10/1993,190,91,VIC,Murray Bushrangers,127,"46""",Jack Crisp,145,Jack,Crisp,DEF,,COL,,,,TryingAnewStratton,,,owner,1956,22,92,88.91,80.67,81.4,,,
349,48104,1004938,Gryan,Miers,Geelong,senior,32,30/03/1999,178,77,VIC,Geelong Falcons,17,"19""",Gryan Miers,347,Gryan,Miers,FWD,,GEE,,,,,Tue 27th 4am,,waiver,1481,22,68,67.32,80.67,69.2,Miers had just the 11 touches and 3 tackles. He may not be safe to play on field but if you have him he should make some money if he can stay in the team.,,
797,45040,298111,Jeremy,Finlayson,GWS,senior,31,2/09/1996,196,91,NSW,Sydney Hills Eagles,31,"35""",Jeremy Finlayson,380,Jeremy,Finlayson,DEF,,GWS,,,,Fire The Worpedo,,,owner,1562,19,68,82.21,80.67,72.2,,,
255,44034,990740,Rory,Lobb,Fremantle,senior,37,9/02/1993,207,104,WA,Swan Districts,87,"73""",Rory Lobb,253,Rory,Lobb,RUC,FWD,FRE,,,,,Tue 27th 4am,,waiver,1306,15,0,87.07,80.33,79.4,,,
660,44023,991988,Zak,Jones,Sydney,senior,10,15/03/1995,181,79,VIC,Dandenong Stingrays,86,"23""",Zak Jones,698,Zak,Jones,DEF,,SYD,,,,Casting Crouch,,,owner,1457,17,0,85.71,80.33,84.2,,,
252,48226,296317,Scott,Jones,Fremantle,senior,40,20/05/1995,204,112,WA,East Perth,5,"2""",Scott Jones,250,Scott,Jones,RUC,FWD,FRE,,,,,Tue 27th 4am,,waiver,80,1,80,80,80,80,,,
695,45118,996708,Bailey,Dale,Western Bulldogs,senior,31,22/07/1996,183,80,VIC,Dandenong Stingrays,44,"38""",Bailey Dale,731,Bailey,Dale,FWD,MID,WBD,,,,,Tue 27th 4am,,waiver,643,9,104,71.44,80,84.2,,,
44,46085,294168,Marcus,Adams,Brisbane Lions,senior,24,30/07/1997,192,96,WA,West Perth ,30,"4""",Marcus Adams,45,Marcus,Adams,DEF,,BRL,,,,,Tue 27th 4am,,waiver,466,8,72,58.25,79.67,66.4,,,
86,44014,296211,Lewis,Taylor,Brisbane Lions,senior,28,17/02/1995,174,75,VIC,Geelong Falcons,112,"88""",Lewis Taylor,87,Lewis,Taylor,FWD,,BRL,,,,,Tue 27th 4am,,waiver,357,5,0,71.4,79.67,71.4,,,
575,42026,293813,Tom J.,Lynch,Richmond,senior,19,31/10/1992,199,98,VIC,Dandenong Stingrays,148,"294""",Tom J. Lynch,616,Tom J.,Lynch,FWD,,RIC,,,,Fire The Worpedo,,,owner,1575,22,47,71.59,79.67,90.2,Lynch was good in his first game for the Tigers. 3 goals and 7 touches in what was effectively his first game of the season as he missed the JLT.,,
164,42259,291849,Brody,Mihocek,Collingwood,senior,41,4/02/1993,192,97,TAS,Burnie,33,"53""",Brody Mihocek,163,Brody,Mihocek,FWD,,COL,,,,,Tue 27th 4am,,waiver,1580,22,76,71.82,79.33,75.6,,,
714,45052,996483,Toby,McLean,Western Bulldogs,senior,16,31/01/1996,180,78,VIC,Oakleigh Chargers,73,"48""",Toby McLean,749,Toby,McLean,FWD,MID,WBD,,,,,Tue 27th 4am,,waiver,1260,18,48,70,79.33,59.8,,,
560,45057,991933,Jason,Castagna,Richmond,senior,11,12/06/1996,181,79,VIC,Northern Knights,68,"74""",Jason Castagna,600,Jason,Castagna,FWD,,RIC,,,,,Tue 27th 4am,,waiver,1395,21,81,66.43,79,73.8,,,
753,42065,294266,Tom,Hickey,West Coast,senior,16,6/03/1991,201,98,QLD,Morningside  ,92,"29""",Tom Hickey,787,Tom,Hickey,RUC,,WCE,,,,,Tue 27th 4am,,waiver,1411,18,75,78.39,79,79.6,,,
303,42204,290671,Anthony,Miles,Gold Coast,senior,2,28/02/1992,179,80,NSW,Murray Bushrangers,85,"31""",Anthony Miles,301,Anthony,Miles,MID,,GCS,,,,,Tue 27th 4am,,waiver,1425,17,0,83.82,78.67,82.2,,,
353,47035,298419,Brandan,Parfitt,Geelong,senior,3,27/08/1998,179,79,SA,North Adelaide,48,"24""",Brandan Parfitt,351,Brandan,Parfitt,FWD,,GEE,,,,TryingAnewStratton,,,owner,1338,17,101,78.71,78.67,69.6,,,
143,47038,1002770,Callum,Brown,Collingwood,senior,17,27/04/1998,178,73,VIC,Eastern Ranges,28,"12""",Callum Brown,142,Callum L.,Brown,FWD,0,COL,,,,,Tue 27th 4am,,waiver,1366,20,70,68.3,78.33,68.8,,,Callum L. Brown
601,47016,998134,Josh,Battle,St Kilda,senior,26,1/09/1998,193,89,VIC,Dandenong Stingrays,22,"10""",Josh Battle,640,Josh,Battle,FWD,,STK,,,,,Tue 27th 4am,,waiver,1365,19,60,71.84,78.33,63,,,
56,44059,297406,Tom,Cutler,Brisbane Lions,senior,26,20/02/1995,191,95,VIC,Oakleigh Chargers,66,"32""",Tom Cutler,57,Tom,Cutler,MID,,BRL,,,,,Tue 27th 4am,,waiver,234,3,0,78,78,78,,,
507,39533,250365,Travis,Boak,Port Adelaide,senior,10,1/08/1988,184,85,VIC,Geelong Falcons,259,"169""",Travis Boak,548,Travis,Boak,FWD,,PTA,,,,DEVQON.1,,,owner,2252,21,74,107.24,78,89.8,Boak has been reborn this year with 34 touches and a team high 5 clearances to get to his 119.,,
607,48119,1002264,Hunter,Clark,St Kilda,senior,11,26/03/1999,186,80,VIC,Dandenong Stingrays,24,"5""",Hunter Clark,646,Hunter,Clark,DEF,,STK,,,,Swimming n Titch,,,owner,1037,14,67,74.07,78,76.4,,,
739,48199,1004385,Oscar,Allen,West Coast,senior,12,19/03/1999,191,82,WA,West Perth,18,"14""",Oscar Allen,773,Oscar,Allen,DEF,,WCE,,,,,Tue 27th 4am,,waiver,1384,21,81,65.9,78,73.8,,,
201,42022,290629,Dyson,Heppell,Essendon,senior,21,14/05/1992,189,82,VIC,Gippsland Power,166,"59""",Dyson Heppell,199,Dyson,Heppell,MID,,ESS,,,,,Tue 27th 4am,,waiver,1610,17,0,94.71,77.67,85.4,,,
