First Name|Last Name|Pos1|Pos2|Team|Total Pts|Rds|Rd Pts|Avg|Avg 3|Avg 5|MVP|Status Comment|Player Note
Jacob|Weitering|DEF||CAR|1413|20|38|70.65|62.0|70.6|4898.796886058|N/A|N/A
Tom|Hickey|RUC||WCE|1411|18|75|78.39|79.0|79.6|5072.1474131821|N/A|N/A
Sam|Powell-Pepper|MID||PTA|1411|19|0|74.26|76.67|70.6|4839.546420978|N/A|N/A
Sam|Frost|DEF||MEL|1410|22|60|64.09|60.0|67.8|5258.1560283688|N/A|N/A
Lewis|Jetta|DEF||WCE|1409|20|95|70.45|67.33|70.2|4580.5535841022|N/A|N/A
Ethan|Hughes|DEF||FRE|1408|21|47|67.05|66.67|79.4|5672.0880681818|N/A|N/A
Brent|Daniels|FWD||GWS|1407|22|80|63.95|68.33|60.6|4892.5373134328|N/A|N/A
Paddy|Ryder|RUC||PTA|1406|17|84|82.71|83.0|80.4|4941.6073968706|N/A|N/A
Paul|Puopolo|FWD||HAW|1404|22|72|63.82|66.67|64.2|4915.5270655271|N/A|N/A
Jordan|De Goey|FWD||COL|1396|16|0|87.25|96.0|83.4|4875.6446991404|N/A|N/A
Jason|Castagna|FWD||RIC|1395|21|81|66.43|79.0|73.8|5824.3010752688|N/A|N/A
Joel|Hamling|DEF||FRE|1387|22|56|63.05|68.33|68.4|5637.2025955299|N/A|N/A
Tom|Jonas|DEF||PTA|1384|18|62|76.89|76.67|74.4|5046.2427745665|N/A|N/A
Oscar|Allen|DEF||WCE|1384|21|81|65.9|78.0|73.8|5400.2167630058|N/A|N/A
Shaun|Burgoyne|MID||HAW|1383|18|90|76.83|72.0|79.0|5157.9175704989|N/A|N/A
Tom|Scully|MID||HAW|1380|21|15|65.71|60.33|58.0|4893.9130434783|N/A|N/A
Rhys|Stanley|RUC||GEE|1377|16|95|86.06|84.0|88.8|4931.2999273784|N/A|N/A
Zac|Fisher|FWD|MID|CAR|1377|21|38|65.57|35.67|43.0|3670.8061002179|N/A|N/A
Cale|Hooker|DEF||ESS|1372|17|0|80.71|61.33|68.0|4590.7434402332|N/A|N/A
Cameron|Guthrie|DEF||GEE|1372|18|71|76.22|58.0|67.0|4461.9533527697|N/A|N/A
Luke|Hodge|DEF||BRL|1370|20|92|68.5|69.33|68.8|4922.6277372263|N/A|N/A
Alex|Keath|DEF||ADE|1369|18|29|76.06|51.67|59.2|4594.0102264427|N/A|N/A
Callum L.|Brown|FWD||COL|1366|20|70|68.3|78.33|68.8|5120.0585651537|N/A|N/A
Josh|Battle|FWD||STK|1365|19|60|71.84|78.33|63.0|5001.2454212454|N/A|N/A
Sydney|Stack|MID||RIC|1362|17|0|80.12|65.67|76.0|4976.4317180617|N/A|N/A
Liam|Ryan|FWD||WCE|1356|22|55|61.64|50.67|59.6|4935.3982300885|N/A|N/A
Tom|Lynch|FWD||ADE|1355|16|86|84.69|61.0|71.0|4463.4686346863|N/A|N/A
Blake|Acres|FWD|MID|STK|1345|19|43|70.79|52.33|68.2|4653.2342007435|N/A|N/A
Brandan|Parfitt|FWD||GEE|1338|17|101|78.71|78.67|69.6|4695.9641255605|N/A|N/A
Scott D.|Thompson|DEF||NTH|1335|19|57|70.26|83.33|71.6|5237.4531835206|N/A|N/A
Mason|Redman|DEF||ESS|1329|19|72|69.95|82.0|78.6|5459.8194130926|N/A|N/A
Riley|Bonner|DEF||PTA|1314|19|67|69.16|59.67|73.0|5085.4642313546|N/A|N/A
Karl|Amon|MID||PTA|1310|17|80|77.06|69.0|79.0|5140.2290076336|N/A|N/A
Rory|Lobb|RUC|FWD|FRE|1306|15|0|87.07|80.33|79.4|4982.3889739663|N/A|N/A
Shane|Mumford|RUC||GWS|1306|16|94|81.62|87.33|65.6|4480.2450229709|N/A|Mumford will miss the first couple of weeks of the season through club suspension.
Eddie|Betts|FWD||ADE|1305|21|52|62.14|50.33|58.8|4891.9540229885|N/A|N/A
Jamie|Cripps|FWD||WCE|1295|17|42|76.18|68.0|62.4|4660.2316602317|N/A|N/A
Oscar|McInerney|FWD||BRL|1289|19|72|67.84|65.33|72.0|5175.2521334368|N/A|N/A
Mark|O'Connor|DEF||GEE|1276|20|56|63.8|65.0|66.6|5147.3354231975|N/A|N/A
Jake|Stringer|FWD||ESS|1275|18|0|70.83|59.33|74.8|5107.7647058824|N/A|N/A
Kayne|Turner|FWD||NTH|1274|21|89|60.67|64.67|57.0|4500|N/A|N/A
David|Astbury|DEF||RIC|1273|19|71|67.0|66.33|66.0|5070.1492537313|N/A|N/A
Tom|Bellchambers|RUC||ESS|1272|15|62|84.8|77.0|79.4|5166.2735849057|N/A|N/A
Brandon|Matera|FWD||FRE|1263|20|57|63.15|64.67|60.6|4663.4996041172|N/A|N/A
Jarman|Impey|DEF|FWD|HAW|1260|17|0|74.12|58.0|73.2|5399.5238095238|N/A|N/A
Toby|McLean|FWD|MID|WBD|1260|18|48|70.0|79.33|59.8|5037.1428571429|N/A|N/A
Wayne|Milera|DEF||ADE|1260|17|66|74.12|58.0|62.0|4480.7142857143|N/A|N/A
Charlie|Ballard|DEF||GCS|1260|21|33|60.0|46.67|56.8|4861.6666666667|N/A|N/A
Kyle|Langford|FWD|MID|ESS|1252|17|86|73.65|76.0|74.2|4755.1118210863|N/A|N/A
Tarryn|Thomas|MID||NTH|1252|20|37|62.6|49.67|53.6|4757.1884984026|N/A|N/A
Adam|Cerra|FWD||FRE|1248|20|51|62.4|67.67|67.8|5363.7820512821|N/A|N/A
Josh|Thomas|FWD||COL|1247|20|72|62.35|83.67|74.0|5698.4763432237|N/A|N/A
Michael|Gibbons|MID||CAR|1244|21|0|59.24|48.0|69.2|5675.4019292604|N/A|Gibbons only got to 35 from his 11 touches and 3 tackles. We didn't expect him to be a high scorer but he did his role and we expect him to hold his spot. He is a slow burn for us so don't lose faith just yet.
Jack|Martin|FWD|MID|GCS|1240|16|0|77.5|56.33|65.8|4544.5161290323|N/A|N/A
Cameron|Zurhaar|FWD||NTH|1238|19|27|65.16|38.0|53.2|4513.6510500808|N/A|N/A
Pearce|Hanley|DEF||GCS|1237|16|82|77.31|97.33|80.8|5085.8528698464|N/A|N/A
Adam|Kennedy|DEF||GWS|1237|19|76|65.11|75.67|74.0|5197.7364591754|N/A|N/A
Tom|Liberatore|MID||WBD|1236|15|0|82.4|59.67|58.4|3969.6601941748|N/A|Libba wasn't the high scorer people thought he might be when they picked him but it is only one game. He did have 28 touches at 60% efficiency but just 75 points was the result.  Hopefully he will lift that scoring in the coming weeks.
Josh J.|Kennedy|FWD||WCE|1236|20|65|61.8|53.33|65.0|4537.216828479|N/A|N/A
Daniel|McStay|FWD||BRL|1236|22|26|56.18|40.67|47.8|4707.928802589|N/A|N/A
Nathan|Wilson|DEF||FRE|1233|18|0|68.5|65.33|68.6|5183.9416058394|N/A|N/A
Harry|McKay|FWD||CAR|1233|20|25|61.65|41.67|47.8|4433.0900243309|N/A|N/A
Jayden|Hunt|DEF||MEL|1227|21|35|58.43|41.0|42.4|4170.9046454768|N/A|N/A
Michael|Hibberd|DEF||MEL|1222|19|79|64.32|64.0|70.2|5454.3371522095|N/A|N/A
Tom|Atkins|MID||GEE|1205|20|0|60.25|76.0|62.2|5118.6721991701|N/A|Atkins used the footy well in his first game and his 9 touches were supplemented by 5 tackles. This should be enough for him to hold his spot for a couple more weeks.
Alex|Sexton|FWD||GCS|1204|22|68|54.73|41.33|47.2|4304.9833887043|N/A|N/A
David|Mackay|DEF||ADE|1197|18|44|66.5|59.67|67.6|5036.0902255639|N/A|N/A
Will|Hoskin-Elliott|FWD||COL|1196|17|45|70.35|65.67|74.4|5172.491638796|N/A|N/A
Hugh|Greenwood|MID||ADE|1194|14|68|85.29|76.67|83.0|5059.4639865997|N/A|N/A
Liam|Baker|FWD||RIC|1190|16|89|74.38|75.0|68.4|4566.0504201681|N/A|N/A
Ryan|Burton|DEF||PTA|1184|16|49|74.0|47.67|66.0|4691.8918918919|N/A|N/A
Mason|Wood|FWD||NTH|1181|18|74|65.61|57.33|60.8|4531.2447078747|N/A|N/A
Easton|Wood|DEF||WBD|1174|22|46|53.36|53.33|50.6|5125.2129471891|N/A|N/A
Sam|Switkowski|FWD||FRE|1170|18|77|65.0|85.67|83.0|5887.6923076923|N/A|N/A
Peter|Wright|FWD||GCS|1156|17|0|68.0|64.33|68.6|5125|N/A|N/A
Jonathon|Ceglar|RUC|FWD|HAW|1152|15|94|76.8|95.67|81.8|5250|N/A|N/A
Zak|Butters|MID||PTA|1150|19|0|60.53|49.0|53.6|4801.2173913043|N/A|A couple of goals helped Butters to his 67 points. His 13 touches came at only 53% efficiency so as he builds on that his score will improve.
Tim|O'Brien|FWD||HAW|1147|16|101|71.69|87.33|84.8|5238.0122057541|N/A|N/A
Nick|Blakey|FWD||SYD|1144|21|62|54.48|69.67|63.6|5751.1363636364|N/A|Blakey had a reasonable JLT with 31 and 54. But as we know any rookie that shows promise under Horse at Sydney is destined for the NEAFL. Select with caution.
Lachlan|Murphy|FWD||ADE|1144|21|0|54.48|46.0|49.0|4631.3811188811|N/A|N/A
Nathan|Broad|DEF||RIC|1140|21|44|54.29|55.67|57.0|5500.5263157895|N/A|N/A
Eric|Hipwood|FWD||BRL|1137|21|77|54.14|56.33|56.4|5188.1266490765|N/A|N/A
Jack|Bowes|MID||GCS|1136|15|73|75.73|74.33|56.8|4280.8098591549|N/A|N/A
Harry|Perryman|DEF||GWS|1134|15|98|75.6|89.0|79.0|5179.8941798942|N/A|N/A
Matt|de Boer|FWD||GWS|1127|15|81|75.13|65.0|75.2|4824.7559893523|N/A|N/A
Daniel|Rioli|FWD||RIC|1126|19|57|59.26|45.0|53.8|4657.1936056838|N/A|N/A
Josh|Caddy|FWD||RIC|1125|15|87|75.0|72.67|73.8|4898.6666666667|N/A|N/A
Darcy|Moore|DEF|FWD|COL|1121|15|61|74.73|59.0|68.4|4867.9750223015|N/A|Moore had a great game showing why he was so heavily talked about in the preseason. He used the ball well with his 16 touches coming at 81% effectiveness.
Shai|Bolton|FWD||RIC|1117|16|40|69.81|56.0|61.2|4810.0268576544|N/A|N/A
Zaine|Cordy|DEF||WBD|1116|22|50|50.73|48.0|45.0|4585.3046594982|N/A|N/A
Jordan|Clark|DEF||GEE|1097|18|0|60.94|63.0|66.0|5221.1485870556|N/A|Clark was good with 14 of his 17 touches being kicks and all of them going at 82%. This is exactly what we want to see form a rookie in his first game!
Jake|Kolodjashnij|DEF||GEE|1096|20|0|54.8|38.0|44.8|4275.5474452555|N/A|N/A
Will|Setterfield|MID|FWD|CAR|1093|18|79|60.72|55.0|63.4|4966.8801463861|N/A|Setterfield justified being selected on the field as he returned 24 touches. Look for his score to only get better as he improves his efficiency from 50%.
Gary|Rohan|FWD||GEE|1090|18|55|60.56|48.33|47.8|4014.495412844|N/A|N/A
Jack|Graham|MID||RIC|1080|14|61|77.14|84.0|91.2|5838.5185185185|N/A|N/A
Tom|McDonald|FWD||MEL|1069|15|0|71.27|112.0|87.2|5851.2628624883|N/A|N/A
Zach|Tuohy|DEF||GEE|1067|15|96|71.13|72.67|67.4|4807.8725398313|N/A|N/A
Jack|Henry|DEF||GEE|1065|20|46|53.25|65.67|66.4|6041.3145539906|N/A|N/A
Chad|Wingard|FWD|MID|HAW|1063|14|62|75.93|88.33|88.4|5684.2897460019|N/A|The Hawks big new recruit missed the JLT with a calf complaint.
Jack|Lukosius|FWD||GCS|1062|21|51|50.57|55.0|60.2|6155.6497175141|N/A|Lukosius finished with 13 touches and took four marks. His 42 points isn't ideal but it was better than we thought he might do after his JLT. He is still not someone you want to start on the field at this stage.
Connor|Blakely|DEF||FRE|1061|14|50|75.79|57.67|65.0|4668.4260131951|N/A|N/A
Ollie|Wines|MID||PTA|1060|12|138|88.33|97.33|101.4|5154.3396226415|N/A|Wines had a shoulder injury in the off season and will miss the first few weeks of the season.
Patrick|Lipinski|FWD|MID|WBD|1057|13|89|81.31|100.33|92.0|5231.977294229|N/A|N/A
Noah|Answerth|DEF|MID|BRL|1054|17|43|62.0|66.33|74.8|5675.8064516129|N/A|N/A
Marley|Williams|DEF||NTH|1048|17|88|61.65|73.0|74.8|5505.534351145|N/A|N/A
Sam|Taylor|DEF||GWS|1048|18|51|58.22|51.0|56.4|4802.2900763359|N/A|N/A
Levi|Greenwood|DEF||COL|1047|16|74|65.44|63.67|67.0|5018.52913085|N/A|N/A
Jackson|Trengove|DEF||WBD|1043|16|0|65.19|64.67|61.0|4652.7325023969|N/A|N/A
Dougal|Howard|DEF||PTA|1040|15|0|69.33|38.33|51.4|4176.9230769231|N/A|N/A
Aaron|Francis|DEF||ESS|1038|16|60|64.88|62.33|62.4|5020.4238921002|N/A|N/A
Hunter|Clark|DEF||STK|1037|14|67|74.07|78.0|76.4|5487.9459980714|N/A|N/A
Tory|Dickson|FWD||WBD|1036|17|0|60.94|56.67|59.6|5006.4671814672|N/A|N/A
Paddy|Dow|FWD|MID|CAR|1034|19|47|54.42|45.0|42.4|4184.0425531915|N/A|N/A
Nick|Larkey|FWD||NTH|1030|17|61|60.59|76.67|68.4|5220.4854368932|N/A|N/A
Callum|Sinclair|RUC||SYD|1022|14|0|73.0|68.0|77.0|5445.2054794521|N/A|N/A
Luke|Brown|DEF||ADE|1020|15|52|68.0|63.67|61.6|5098.5294117647|N/A|Brown won't be in the Crows side for the first month or so due to injury.
Cameron|Rayner|FWD||BRL|1020|22|59|46.36|37.67|45.6|4667.4509803922|N/A|N/A
Jack|Silvagni|DEF|FWD|CAR|1018|17|17|59.88|43.33|55.6|5058.2514734774|N/A|N/A
Kamdyn|McIntosh|MID||RIC|1013|16|0|63.31|49.0|55.4|4591.5103652517|N/A|N/A
Brett|Deledio|MID||GWS|1011|13|0|77.77|67.0|68.2|4748.6646884273|N/A|N/A
Shaun|McKernan|FWD||ESS|1005|15|95|67.0|72.67|73.6|5240.2985074627|N/A|N/A
Esava|Ratugolea|FWD||GEE|999|17|87|58.76|71.0|62.6|5443.7437437437|N/A|N/A
Mitch|Brown|FWD||ESS|994|15|53|66.27|53.33|56.4|4584.5070422535|N/A|N/A
James|Frawley|DEF||HAW|994|18|65|55.22|71.0|59.4|5474.245472837|N/A|N/A
Marty|Hore|DEF||MEL|989|14|40|70.64|25.33|40.2|3701.7189079879|N/A|Marty was solid in his first game and scored better than we thought with his 58 points from 14 touches at 71%. Definitely enough for him to hold his spot for a few weeks which is great for us.
Taylor|Duryea|DEF||WBD|985|13|70|75.77|76.0|73.0|5226.3959390863|N/A|N/A
Jamie|Elliott|FWD||COL|981|14|109|70.07|92.67|75.8|5129.0519877676|N/A|N/A
Liam|Duggan|DEF||WCE|975|15|95|65.0|69.67|64.8|4807.6923076923|N/A|N/A
Taylor|Adams|MID||COL|967|10|138|96.7|115.0|106.2|5125.1292657704|N/A|A finger injury that required surgery will see Adams miss the first few rounds.
Jack|Petruccelle|FWD||WCE|967|19|32|50.89|35.67|44.8|4560.3929679421|N/A|Pettruccelle played a few games last year for a top score of 33 so he was able to beat that and a good sign is that he had an efficiency of 80% which will please the coach and hopefully keep him in the side.
Jaidyn|Stephenson|FWD||COL|964|12|0|80.33|75.33|79.4|5010.3734439834|N/A|N/A
Jack|Hombsch|DEF||GCS|964|18|0|53.56|52.0|44.8|4587.7593360996|N/A|N/A
Jesse|Joyce|DEF||GCS|963|16|0|60.19|41.0|57.2|4733.5410176532|N/A|N/A
Patrick|Ambrose|DEF||ESS|963|19|54|50.68|53.67|53.2|5252.1287642783|N/A|N/A
Matt|Guelfi|MID||ESS|954|17|0|56.12|47.0|54.6|4852.3060796646|N/A|N/A
Riley|Knight|FWD|MID|ADE|951|15|51|63.4|58.33|61.6|4947.9495268139|N/A|N/A
Tom|McCartin|FWD||SYD|944|19|94|49.68|63.0|58.8|5148.5169491525|N/A|N/A
Travis|Varcoe|FWD||COL|941|16|62|58.81|70.33|66.6|5401.912858661|N/A|N/A
Paul|Seedsman|MID||ADE|940|13|95|72.31|102.33|94.0|5767.0212765957|N/A|N/A
Tom|Barrass|DEF||WCE|938|12|52|78.17|82.0|80.8|5187.6332622601|N/A|N/A
Cameron|Ellis-Yolmen|MID||ADE|934|10|0|93.4|91.67|94.8|5147.7516059957|N/A|N/A
Ed|Richards|DEF||WBD|925|19|36|48.68|49.0|49.6|5192.6486486486|N/A|N/A
Matthew|Parker|FWD||STK|910|17|0|53.53|40.67|49.8|4569.4505494505|N/A|Parker did exactly what we hoped. He got himself plenty of the footy with 17 possessions and he also kicked a couple of goals. He should make us some great cash if he can do this for a few weeks.
Chris|Masten|MID||WCE|899|15|67|59.93|62.67|66.8|5549.4994438265|N/A|N/A
Willie|Rioli|FWD||WCE|897|13|104|69.0|99.33|94.6|6079.7101449275|N/A|N/A
Lewis|Melican|DEF||SYD|891|17|32|52.41|52.33|53.8|5390.0112233446|N/A|N/A
Daniel|Howe|MID||HAW|883|12|67|73.58|62.67|76.8|4961.7214043035|N/A|N/A
Luke|Davies-Uniacke|MID||NTH|882|14|0|63.0|46.0|52.2|4374.6031746032|N/A|N/A
Hamish|Hartlett|DEF||PTA|881|11|91|80.09|66.67|78.6|4625.9931895573|N/A|N/A
Steven|Motlop|FWD|MID|PTA|873|14|0|62.36|63.33|61.8|5082.0160366552|N/A|N/A
Trent|Cotchin|MID||RIC|870|11|54|79.09|59.33|83.0|5140.9195402299|N/A|N/A
Taylin|Duman|DEF||FRE|867|14|64|61.93|65.67|63.4|5133.3333333333|N/A|N/A
Alex|Neal-Bullen|FWD||MEL|860|14|63|61.43|62.67|64.0|5300.4651162791|N/A|N/A
Liam|Jones|DEF||CAR|859|13|0|66.08|87.33|68.0|5196.9732246799|N/A|N/A
Jack|Higgins|FWD||RIC|859|13|0|66.08|49.67|62.0|4696.0419091967|N/A|N/A
Nathan|Brown|DEF||STK|853|16|63|53.31|51.33|54.8|4681.8288393904|N/A|N/A
Jack|Lonie|FWD||STK|848|13|46|65.23|58.0|58.6|4862.7358490566|N/A|N/A
Daniel|Lloyd|FWD||GWS|847|14|88|60.5|70.0|67.0|5190.0826446281|N/A|N/A
James|Aish|DEF|MID|COL|845|13|0|65.0|75.0|75.6|5535.3846153846|N/A|N/A
Brad|Ebert|MID||PTA|841|11|0|76.45|51.67|48.2|4205.112960761|N/A|N/A
Mitch|Wallis|FWD|MID|WBD|837|10|0|83.7|87.0|86.6|5156.5113500597|N/A|N/A
Kyle|Hartigan|DEF||ADE|837|19|0|44.05|39.33|43.0|4905.495818399|N/A|N/A
Ben|Long|FWD||STK|834|16|51|52.12|67.67|61.4|5761.1510791367|N/A|N/A
Ivan|Soldo|RUC||RIC|833|11|88|75.73|90.67|77.6|5012.725090036|N/A|N/A
Caleb|Marchbank|DEF||CAR|833|13|0|64.08|77.33|75.6|5715.006002401|N/A|N/A
James|Cousins|MID||HAW|832|12|0|69.33|57.67|66.6|4752.4038461538|N/A|Cousins got plenty of the footy but he didn't use it well going at just 50% efficiency that is all that stopped him from a great score.
Bryce|Gibbs|MID||ADE|829|12|45|69.08|62.0|67.4|5200.9650180941|N/A|N/A
Dean|Kent|FWD||STK|828|13|0|63.69|58.67|64.4|5283.2125603865|N/A|N/A
Ben|Stratton|DEF||HAW|826|19|12|43.47|32.67|38.0|4931.7191283293|N/A|N/A
Jordan|Murdoch|MID||GCS|824|14|46|58.86|59.33|62.0|5049.5145631068|N/A|N/A
Sean|Darcy|RUC||FRE|816|11|0|74.18|91.0|84.6|5168.3823529412|N/A|N/A
Mitch|Lewis|FWD||HAW|811|12|0|67.58|73.67|80.8|5436.251541307|N/A|N/A
Orazio|Fantasia|FWD||ESS|810|14|0|57.86|54.0|49.4|4481.7283950617|N/A|N/A
Mark|Hutchings|MID||WCE|808|16|0|50.5|40.67|40.6|4600|N/A|N/A
Nick|Holman|FWD||GCS|807|12|0|67.25|57.0|61.2|5130.1115241636|N/A|N/A
Thomas|Cole|DEF||WCE|803|14|0|57.36|63.67|56.2|4914.8194271482|N/A|N/A
Jordan|Lewis|DEF||MEL|797|12|85|66.42|83.0|75.8|5582.9360100376|N/A|N/A
Ryan|Clarke|DEF||SYD|797|14|0|56.93|73.67|63.6|6039.1468005019|N/A|N/A
Jake|Melksham|FWD||MEL|795|12|45|66.25|55.0|56.6|4611.320754717|N/A|N/A
Luke|McDonald|DEF||NTH|783|13|0|60.23|53.0|62.8|5131.9284802043|N/A|N/A
Mitch|McGovern|FWD||CAR|776|16|51|48.5|56.33|43.4|4793.8144329897|N/A|N/A
Daniel|McKenzie|DEF||STK|776|15|0|51.73|40.0|39.4|4451.675257732|N/A|N/A
Jayden|Short|DEF||RIC|772|12|64|64.33|69.33|73.2|5469.9481865285|N/A|N/A
Lochie|O'Brien|MID||CAR|762|17|46|44.82|42.0|41.2|4593.5695538058|N/A|N/A
Will|Hayward|FWD||SYD|761|13|0|58.54|47.33|57.2|4841.2614980289|N/A|N/A
Mason|Cox|FWD||COL|757|14|0|54.07|51.67|46.6|4507.001321004|N/A|N/A
Charlie|Curnow|FWD||CAR|754|11|0|68.55|87.0|88.6|6417.6392572944|N/A|N/A
Josh|Jenkins|FWD||ADE|752|11|0|68.36|73.0|70.2|5327.3936170213|N/A|N/A
Ben|Paton|DEF||STK|752|13|0|57.85|44.67|47.0|4498.1382978723|N/A|N/A
Colin|O'Riordan|DEF||SYD|747|12|0|62.25|82.67|73.8|5608.0321285141|N/A|N/A
James|Rowbottom|MID||SYD|746|12|79|62.17|73.0|62.2|5052.5469168901|N/A|N/A
Allen|Christensen|FWD||BRL|745|11|0|67.73|60.67|71.4|5371.5436241611|N/A|N/A
Josh|Schache|FWD||WBD|741|13|77|57.0|67.33|60.0|5322.8070175439|N/A|N/A
Josh|Wagner|DEF||MEL|734|12|0|61.17|58.67|55.0|4710.0817438692|N/A|N/A
Sam|Menegola|FWD|MID|GEE|732|9|0|81.33|86.67|79.0|5216.8032786885|N/A|N/A
Dayne|Beams|MID||COL|732|9|0|81.33|71.0|68.0|5090.1639344262|N/A|Beams was the second highest scorer for the Pies and got there with his 10 contested touches from his 25 and 5 clearances. A great return to the Pies for him.
Ben|Ainsworth|FWD||GCS|727|12|99|60.58|68.0|60.0|4953.507565337|N/A|N/A
Lance|Franklin|FWD||SYD|726|10|108|72.6|95.67|75.2|5537.1900826446|N/A|Buddy didn't have a great game with only 7 touches and one goal. He is a risk and this just demonstrates that for us.
Jesse|Hogan|FWD||FRE|724|12|0|60.33|61.33|53.0|5151.3812154696|N/A|N/A
Harry|Cunningham|MID||SYD|723|9|0|80.33|56.33|67.6|4730.2904564315|N/A|N/A
Willem|Drew|FWD|MID|PTA|723|10|87|72.3|65.67|65.6|4419.0871369295|N/A|Drew starts his Supercoach career off with a ton!  A fantastic start with 21 touches at 81% efficiency. He looked good and will hold that midfield spot for a few more weeks yet.
Wil|Powell|FWD||GCS|715|13|0|55.0|31.33|42.6|4669.0909090909|N/A|N/A
Dylan|Clarke|MID||ESS|713|11|36|64.82|47.0|56.6|4387.6577840112|N/A|N/A
Matt|Taberner|FWD||FRE|707|9|0|78.56|69.33|77.4|4862.8005657709|N/A|N/A
Dawson|Simpson|RUC||GWS|707|9|0|78.56|77.0|73.4|4842.43281471|N/A|N/A
Josh|Walker|DEF||BRL|700|11|0|63.64|48.0|43.6|4376.4285714286|N/A|N/A
Conor|Nash|FWD||HAW|695|14|36|49.64|61.0|54.6|5430.7913669065|N/A|N/A
Matthew|Broadbent|DEF||PTA|692|10|57|69.2|63.0|66.8|4939.3063583815|N/A|N/A
Jack|Riewoldt|FWD||RIC|689|10|112|68.9|84.33|68.4|5105.9506531205|N/A|N/A
Christopher|Burgess|DEF|FWD|GCS|684|14|53|48.86|54.67|59.0|5520.1754385965|N/A|Burgess didn't have a great game with just 4 possessions but thankfully there was a goal in there to help with his score.
Sam|Day|FWD||GCS|681|10|27|68.1|52.67|57.4|4726.872246696|N/A|N/A
Tom|Langdon|DEF||COL|672|9|0|74.67|58.33|69.4|5095.9821428571|N/A|N/A
Toby|Nankervis|RUC||RIC|670|9|0|74.44|60.33|58.4|4765.9701492537|N/A|Nankervis was fantastic for those that took the risk with him. 3 goals and 17 touches but do take into account that he didn't have much competition with Kreuzer not playing.
Sam|Weideman|FWD||MEL|647|11|0|58.82|46.67|51.6|4418.7017001546|N/A|N/A
Jack|Scrimshaw|DEF||HAW|645|10|53|64.5|53.33|57.0|4564.3410852713|N/A|Scrimshaw had a great game with 13 touches and 5 tackles. Look for him to be a solid cash cow for us.
Billy|Stretch|MID||MEL|644|9|89|71.56|70.67|71.8|4751.5527950311|N/A|N/A
Bailey|Dale|FWD|MID|WBD|643|9|104|71.44|80.0|84.2|5234.8367029549|N/A|N/A
Will|Brodie|MID||GCS|642|8|0|80.25|65.67|75.0|4697.8193146417|N/A|N/A
Martin|Gleeson|DEF||ESS|642|9|57|71.33|64.67|63.6|4780.3738317757|N/A|N/A
Cam|McCarthy|FWD||FRE|639|12|16|53.25|36.67|46.6|4484.5070422535|N/A|McCarthy had the second best score for the Dockers thanks to 5 goals and his 20 possessions. He won't have great weeks like this too often though so don't jump in too soon on him.
Nick|Hind|MID||STK|630|11|26|57.27|63.0|61.6|5157.7777777778|N/A|N/A
Zac|Bailey|FWD|MID|BRL|630|13|43|48.46|70.0|60.4|6060.4761904762|N/A|N/A
Jay|Lockhart|DEF|MID|MEL|627|12|0|52.25|30.0|51.0|4679.4258373206|N/A|N/A
Griffin|Logue|DEF||FRE|626|10|72|62.6|60.33|51.6|4137.3801916933|N/A|N/A
Corey|Wagner|MID||MEL|624|11|56|56.73|67.33|59.0|5069.8717948718|N/A|N/A
Noah|Balta|FWD||RIC|617|13|22|47.46|34.0|46.4|5349.5948136143|N/A|Balta looked good in the first quarter with a goal after a 50 with his first kick in footy. But he couldn't keep it up from there and finished the game with 18. Hardwick did say though that he may be considered for Rance's spot down back.
Jake|Waterman|FWD||WCE|611|11|63|55.55|59.67|63.0|5435.1882160393|N/A|N/A
Jake|Carlisle|DEF||STK|605|10|69|60.5|63.0|56.4|5105.7851239669|N/A|N/A
Robbie|Fox|DEF|FWD|SYD|605|11|70|55.0|62.0|54.2|5009.0909090909|N/A|N/A
Jayden|Laverde|FWD||ESS|604|9|73|67.11|62.67|58.0|4704.1390728477|N/A|N/A
Alex|Pearce|DEF||FRE|603|11|0|54.82|45.67|50.0|4775.7877280265|N/A|N/A
David|Cuningham|DEF||CAR|598|9|27|66.44|52.0|57.8|4769.397993311|N/A|N/A
Oscar|McDonald|DEF||MEL|590|12|0|49.17|54.33|49.4|5393.8983050847|N/A|N/A
Nathan|Vardy|RUC|FWD|WCE|585|11|0|53.18|72.33|63.0|5857.264957265|N/A|N/A
Ben|Ronke|FWD||SYD|584|13|79|44.92|57.0|62.4|5905.6506849315|N/A|N/A
Charlie|Dixon|FWD||PTA|581|9|112|64.56|90.0|69.8|5193.9759036145|N/A|N/A
Jarryd|Roughead|FWD||HAW|580|8|0|72.5|74.0|76.0|5154.4827586207|N/A|N/A
Ben|King|FWD||GCS|580|14|31|41.43|40.0|56.4|5942.7586206897|N/A|N/A
Jarrod|Lienert|DEF||PTA|575|7|0|82.14|82.33|88.2|5098.4347826087|N/A|N/A
Zac|Clarke|RUC||ESS|571|9|0|63.44|62.0|72.0|4827.8458844133|N/A|N/A
Matthew|Kennedy|MID||CAR|570|10|70|57.0|45.33|57.4|4794.7368421053|N/A|N/A
Steven|May|DEF||MEL|566|8|0|70.75|77.33|76.2|5397.8798586572|N/A|N/A
Jake|Lever|DEF||MEL|566|8|60|70.75|75.67|74.8|5277.7385159011|N/A|N/A
Charlie|Constable|MID||GEE|560|7|0|80.0|77.33|78.2|4285|N/A|Constable had a great debut for the Cats posting 21 touches at 85% efficiency. This is exactly what those that took him and put him on the field wanted. 
