FanFooty player ID, AFL player id, first name (may include middle initial), surname, AFL team, AFL status (senior/rookie/long-term injured/AFL suspension/club suspension), jumper number, date of birth, height in cm, weight in kg, state of origin, recruited from, games,goals
48044,1002372,Hugh,Dixon,Fremantle,senior,17,26/02/1999,195,90,TAS,Kingborough Tigers,0,"0"""
47099,998115,Taylin,Duman,Fremantle,senior,44,18/04/1998,192,73,VIC,Oakleigh Chargers,19,"0"""
41049,291570,Nat,Fyfe,Fremantle,senior,7,18/09/1991,190,91,WA,Claremont,167,"142"""
48058,1002354,Stefan,Giro,Fremantle,senior,42,10/03/1999,175,72,SA,Norwood,10,"3"""
42325,295222,Joel,Hamling,Fremantle,senior,21,9/04/1993,194,90,WA,Claremont,79,"0"""
42300,295584,Bradley,Hill,Fremantle,senior,9,9/07/1993,181,78,WA,West Perth,143,"78"""
40017,280336,Stephen,Hill,Fremantle,senior,32,1/05/1990,183,82,WA,West Perth,205,"110"""
43096,296324,Jesse,Hogan,Fremantle,senior,11,12/02/1995,195,100,WA,Claremont,83,"165"""
45157,996580,Ethan,Hughes,Fremantle,senior,15,7/12/1994,187,88,WA,Swan Districts,46,"4"""
48226,296317,Scott,Jones,Fremantle,senior,40,20/05/1995,204,112,WA,East Perth,5,"2"""
42271,291949,Shane,Kersten,Fremantle,senior,22,15/03/1993,191,93,WA,South Fremantle,66,"67"""
45071,298264,Ed,Langdon,Fremantle,senior,26,2/01/1996,182,76,VIC,Sandringham Dragons,63,"28"""
44034,990740,Rory,Lobb,Fremantle,senior,37,9/02/1993,207,104,WA,Swan Districts,87,"73"""
47046,997933,Griffin,Logue,Fremantle,senior,2,13/04/1998,189,90,WA,Swan Districts,18,"1"""
41171,290817,Brandon,Matera,Fremantle,senior,3,11/03/1992,173,77,WA,South Fremantle,134,"164"""
44016,995192,Cameron,McCarthy,Fremantle,senior,23,1/04/1995,192,90,WA,South Fremantle,67,"96"""
48136,1000980,Lloyd,Meek,Fremantle,senior,30,22/04/1998,202,106,VIC,GWV Rebels,0,"0"""
1539,240052,David,Mundy,Fremantle,senior,16,20/07/1985,192,92,VIC,Murray Bushrangers,310,"134"""
48154,1003132,Tom,North,Fremantle,senior,24,14/02/1999,184,84,VIC,Eastern Ranges,0,"0"""
46115,298352,Ryan,Nyhuis,Fremantle,rookie,43,6/09/1996,188,88,NT,Nightcliff,16,"5"""
44084,298409,Alex,Pearce,Fremantle,senior,25,9/06/1995,200,98,TAS,Devonport,53,"3"""
47025,998659,Luke,Ryan,Fremantle,senior,38,6/02/1996,186,85,VIC,Coburg,48,"3"""
9,220096,Aaron,Sandilands,Fremantle,senior,31,6/12/1982,211,118,WA,East Fremantle,266,"97"""
49088,1000860,Lachlan,Schulz,Fremantle,senior,28,30/11/1997,180,80,VIC,Williamstown,3,"2"""
49051,1013611,Sam,Sturt,Fremantle,senior,27,12/05/2000,188,79,VIC,Dandenong Stingrays,,""""
48224,992059,Samuel,Switkowski,Fremantle,senior,39,20/11/1996,178,72,VIC,Box Hill Hawks,16,"5"""
43123,293854,Matt,Taberner,Fremantle,senior,20,4/04/1995,199,97,VIC,Murray Bushrangers,71,"75"""
46011,993816,Darcy,Tucker,Fremantle,senior,18,23/01/1997,183,83,VIC,North Ballarat,65,"27"""
49022,1004850,Luke,Valente,Fremantle,senior,29,8/05/2000,186,80,SA,Norwood,,""""
40020,281007,Michael,Walters,Fremantle,senior,10,7/01/1991,177,75,WA,Swan Districts,145,"252"""
49115,1004437,Tobe,Watson,Fremantle,rookie,45,3/12/1997,189,82,WA,Swan Districts,,""""
42234,294125,Nathan,Wilson,Fremantle,senior,14,7/01/1993,185,82,WA,Mandurah,114,"17"""
46012,298437,Callum,Ah Chee,Gold Coast,senior,13,9/10/1997,182,71,WA,South Fremantle,45,"24"""
47009,998130,Ben,Ainsworth,Gold Coast,senior,9,10/02/1998,178,76,VIC,Gippsland Power,37,"26"""
48089,1008882,Charlie,Ballard,Gold Coast,senior,10,23/07/1999,196,82,SA,Sturt,28,"1"""
47006,998260,Jack,Bowes,Gold Coast,senior,3,26/01/1998,187,78,QLD,Gold Coast,38,"11"""
47002,998129,Will,Brodie,Gold Coast,senior,7,23/08/1998,189,82,VIC,Murray Bushrangers,19,"3"""
48997,1000068,Chris,Burgess,Gold Coast,senior,29,26/11/1995,193,84,SA,West Adelaide,9,"3"""
46091,295446,Samuel,Collins,Gold Coast,senior,25,14/12/1997,193,94,VIC,Dandenong Stingrays,23,"0"""
48998,1005547,Josh,Corbett,Gold Coast,senior,19,23/04/1996,190,90,VIC,Werribee Tigers,9,"3"""
48010,1002350,Brayden,Crossley,Gold Coast,senior,32,16/08/1999,198,101,QLD,Labrador,10,"5"""
48019,1002331,Jacob,Dawson,Gold Coast,senior,45,3/11/1999,182,80,QLD,Palm Beach Currumbin,4,"1"""
42003,291753,Sam,Day,Gold Coast,senior,12,6/09/1992,197,102,SA,Sturt,115,"79"""
45025,991953,Corey,Ellis,Gold Coast,senior,17,9/10/1996,184,75,VIC,Western Jets,30,"7"""
46031,993799,Brayden,Fiorini,Gold Coast,senior,8,22/08/1997,186,75,VIC,Northern Knights,42,"13"""
49031,1006087,Caleb,Graham,Gold Coast,senior,46,12/09/2000,192,82,QLD,Gold Coast Academy,,""""
39619,270512,Pearce,Hanley,Gold Coast,senior,1,15/11/1988,185,85,N/A,County Mayo Ireland,156,"60"""
39564,240254,Jarrod,Harbrow,Gold Coast,senior,5,18/07/1988,178,73,VIC,Murray Bushrangers,240,"54"""
48234,1002328,Jacob,Heron,Gold Coast,senior,40,10/12/1999,180,75,QLD,Cairns Saints,11,"2"""
44063,297456,Nick,Holman,Gold Coast,senior,39,29/05/1995,187,84,VIC,Murray Bushrangers,43,"21"""
42216,291964,Jack,Hombsch,Gold Coast,senior,20,7/03/1993,194,90,SA,Sturt,115,"1"""
42114,293255,George,Horlin-Smith,Gold Coast,senior,33,22/12/1992,188,84,SA,Sturt,57,"28"""
46125,996064,Jesse,Joyce,Gold Coast,senior,38,17/08/1997,191,90,QLD,Palm Beach Currumbin,62,"2"""
49002,1006144,Ben,King,Gold Coast,senior,34,7/07/2000,201,85,VIC,Sandringham Dragons,9,"6"""
44074,294013,Sean,Lemmens,Gold Coast,senior,23,2/11/1994,184,74,SA,Port Adelaide,82,"21"""
44105,296322,Jack,Leslie,Gold Coast,rookie,21,24/07/1995,197,98,,,28,"1"""
49001,1004095,Jack,Lukosius,Gold Coast,senior,41,9/08/2000,196,84,SA,Woodville-West Torrens,16,"3"""
46110,996464,Darcy,MacPherson,Gold Coast,senior,44,29/10/1997,174,72,VIC,Footscray VFL,34,"20"""
43095,296190,Jack,Martin,Gold Coast,senior,4,29/01/1995,186,79,WA,Claremont,96,"80"""
49053,1000044,Jez,McLennan,Gold Coast,senior,43,7/09/2000,183,81,SA,Central District,,""""
42204,290671,Anthony,Miles,Gold Coast,senior,2,28/02/1992,179,80,NSW,Murray Bushrangers,85,"31"""
45043,298272,Touk,Miller,Gold Coast,senior,11,22/02/1996,178,81,VIC,Calder Cannons,95,"27"""
42326,295942,Jordan,Murdoch,Gold Coast,senior,31,23/03/1993,190,87,SA,Glenelg,120,"73"""
41173,290815,Tom,Nicholls,Gold Coast,senior,22,4/03/1992,203,102,VIC,,45,"7"""
48220,1006241,Connor,Nutting,Gold Coast,senior,42,9/10/1999,187,80,QLD,Broadbeach,0,"0"""
48212,1007881,Wil,Powell,Gold Coast,senior,27,26/08/1999,184,65,WA,Claremont,20,"9"""
49007,1001195,Izak,Rankine,Gold Coast,senior,37,23/04/2000,180,76,SA,West Adelaide,,""""
998,240712,Michael,Rischitelli,Gold Coast,senior,35,8/01/1986,185,84,VIC,Western Jets,238,"90"""
47011,998257,Brad,Scheer,Gold Coast,senior,18,31/08/1998,184,84,QLD,Gold Coast,13,"2"""
46084,998511,Joshua,Schoenfeld,Gold Coast,senior,36,3/07/1997,186,75,WA,Peel Thunder,15,"5"""
42309,294643,Alex,Sexton,Gold Coast,senior,6,3/12/1993,186,82,QLD,Redland,114,"102"""
42001,290832,David,Swallow,Gold Coast,senior,24,19/11/1992,185,86,WA,East Fremantle,134,"65"""
41160,281075,Rory,Thompson,Gold Coast,senior,16,12/03/1991,200,100,QLD,Southport,104,"7"""
45007,298524,Lachlan,Weller,Gold Coast,senior,14,23/02/1996,181,79,QLD,Broadbeach,81,"22"""
45064,297729,Harrison,Wigg,Gold Coast,rookie,26,14/10/1996,180,78,SA,North Adelaide,0,"0"""
42321,291975,Jarrod,Witts,Gold Coast,senior,28,13/09/1992,209,111,NSW,Sydney University,97,"25"""
45005,298289,Peter,Wright,Gold Coast,senior,30,8/09/1996,203,100,VIC,Calder Cannons,64,"83"""
42113,290546,Aaron,Young,Gold Coast,senior,15,6/12/1992,189,83,VIC,Eastern Ranges,99,"82"""
47092,1005530,Ryan,Abbott,Geelong,senior,45,25/06/1991,200,100,VIC,Geelong VFL,5,"4"""
552,220001,Gary,Ablett jnr,Geelong,senior,4,14/05/1984,182,87,VIC,Geelong Falcons ,337,"431"""
49109,994386,Tom,Atkins,Geelong,senior,30,18/09/1995,180,85,VIC,Geelong VFL,16,"3"""
42308,293883,Jed,Bews,Geelong,senior,24,14/12/1993,186,88,VIC,Geelong U18,74,"7"""
42367,296733,Mark,Blicavs,Geelong,senior,46,28/03/1991,198,100,VIC,AIS,148,"36"""
49049,1006101,Oscar,Brownless,Geelong,senior,20,16/02/2000,186,76,VIC,Geelong Falcons,,""""
46100,997770,Wylie,Buzza,Geelong,senior,12,2/03/1996,198,102,QLD,Mt Gravatt,9,"6"""
49047,1006152,Jordan,Clark,Geelong,senior,6,16/10/2000,182,78,WA,Claremont,16,"8"""
45013,298336,Nakia,Cockatoo,Geelong,senior,5,23/10/1996,186,89,NT,NT Thunder,34,"25"""
48160,1002242,Charlie,Constable,Geelong,senior,18,18/05/1999,191,86,VIC,Sandringham Dragons,7,"5"""
45047,298305,Jordan,Cunico,Geelong,senior,31,7/05/1996,184,78,VIC,Gippsland Power,15,"4"""
42194,291526,Luke,Dahlhaus,Geelong,senior,40,21/08/1992,179,77,VIC,Geelong Falcons,170,"118"""
39610,270917,Patrick,Dangerfield,Geelong,senior,35,5/04/1990,189,92,VIC,Geelong Falcons,239,"272"""
41020,281065,Mitch,Duncan,Geelong,senior,22,10/06/1991,188,88,WA,East Perth,194,"140"""
48143,1002228,Lachlan,Fogarty,Geelong,senior,13,1/04/1999,179,75,VIC,Western Jets,17,"5"""
49093,298211,Darcy,Fort,Geelong,senior,28,6/08/1993,205,99,SA,Central District,3,"5"""
42031,290550,Cameron,Guthrie,Geelong,senior,29,19/08/1992,187,86,VIC,Calder Cannons,152,"48"""
47113,1004870,Zach,Guthrie,Geelong,senior,39,30/06/1998,186,74,VIC,Calder Cannons,17,"0"""
39517,261510,Tom,Hawkins,Geelong,senior,26,27/07/1988,198,110,VIC,Melbourne Grammar,248,"539"""
39618,270326,Lachie,Henderson,Geelong,senior,25,14/12/1989,196,98,VIC,Geelong Falcons,165,"112"""
47106,1000937,Jack,Henry,Geelong,senior,38,29/08/1998,191,88,VIC,Geelong Falcons,37,"8"""
49081,1008940,Ben,Jarvis,Geelong,senior,10,27/07/2000,189,82,SA,Norwood,,""""
47121,998791,Jamaine,Jones,Geelong,rookie,41,29/09/1998,177,79,VIC,North Ballarat Rebels,7,"4"""
48214,295898,Tim,Kelly,Geelong,senior,11,26/07/1994,182,81,WA,South Fremantle,40,"40"""
49082,1004681,Jacob,Kennerley,Geelong,senior,21,16/06/2000,186,77,SA,Norwood,,""""
44064,296291,Jake,Kolodjashnij,Geelong,senior,8,9/08/1995,193,94,TAS,Launceston,85,"0"""
48999,997254,Nathan,Kreuger,Geelong,senior,15,25/06/1999,196,86,SA,South Adelaide,,""""
42171,294199,Sam,Menegola,Geelong,senior,27,7/03/1992,189,89,WA,East Fremantle,59,"47"""
48104,1004938,Gryan,Miers,Geelong,senior,32,30/03/1999,178,77,VIC,Geelong Falcons,17,"19"""
47087,999824,Quinton,Narkle,Geelong,senior,19,3/12/1997,180,80,WA,Perth,6,"5"""
47127,1007102,Mark,O'Connor,Geelong,senior,42,17/01/1997,189,82,N/A,County Kerry (Ireland),24,"1"""
49134,1013977,Stefan,Okunbor,Geelong,rookie,43,1/01/2000,191,84,N/A,County Kerry,,""""
47035,298419,Brandan,Parfitt,Geelong,senior,3,27/08/1998,179,79,SA,North Adelaide,48,"24"""
46038,993798,James,Parsons,Geelong,senior,34,12/04/1997,189,82,VIC,Eastern Ranges,34,"25"""
47077,1002220,Esava,Ratugolea,Geelong,senior,17,24/07/1998,195,98,VIC,Murray Bushrangers,20,"15"""
41006,291357,Gary,Rohan,Geelong,senior,23,7/06/1991,189,91,VIC,Geelong Falcons,120,"116"""
49133,1008202,Blake,Schlensog,Geelong,rookie,36,25/09/2000,195,90,VIC,Geelong Falcons,,""""
39515,250321,Joel,Selwood,Geelong,senior,14,26/05/1988,183,84,VIC,Bendigo,285,"155"""
39665,270928,Scott,Selwood,Geelong,senior,16,27/03/1990,186,88,VIC,Bendigo Pioneers,166,"43"""
47122,1004940,Sam,Simpson,Geelong,rookie,37,14/06/1998,180,68,VIC,Geelong Falcons,6,"2"""
41156,280722,Zac,Smith,Geelong,senior,9,22/02/1990,206,105,QLD,Biloela,112,"51"""
40086,280317,Rhys,Stanley,Geelong,senior,1,1/12/1990,200,100,SA,West Adelaide,129,"82"""
47076,291800,Tom,Stewart,Geelong,senior,44,15/03/1993,190,88,VIC,Geelong VFL,60,"3"""
49096,999382,Jake,Tarca,Geelong,senior,33,23/02/2000,175,75,SA,South Adelaide,,""""
39634,261497,Harry,Taylor,Geelong,senior,7,12/06/1986,195,94,WA,East Fremantle,252,"72"""
40152,292511,Zach,Tuohy,Geelong,senior,2,10/12/1989,187,91,N/A,"Laois, Ireland",179,"56"""
2028,240302,Grant,Birchall,Hawthorn,senior,14,28/01/1988,193,89,TAS,Devonport,245,"33"""
43112,295156,Kaiden,Brand,Hawthorn,senior,30,8/04/1994,198,96,SA,West Adelaide,43,"0"""
40135,280744,Luke,Breust,Hawthorn,senior,22,11/11/1990,184,84,NSW,Temora,201,"385"""
1291,210012,Shaun,Burgoyne,Hawthorn,senior,9,21/10/1982,186,89,SA,Port Adelaide,370,"284"""
42093,291327,Jonathon,Ceglar,Hawthorn,senior,18,14/02/1991,204,102,VIC,Murray Bushrangers,72,"40"""
47120,1000959,James,Cousins,Hawthorn,senior,46,19/03/1998,185,80,VIC,Murray Bushrangers,18,"9"""
39529,260288,James,Frawley,Hawthorn,senior,12,20/09/1988,193,94,VIC,Nth Ballarat,220,"24"""
46122,1003547,Conor,Glass,Hawthorn,senior,13,1/01/1997,189,84,N/A,Northern Ireland,17,"1"""
49118,1006128,Will,Golds,Hawthorn,rookie,45,6/05/2000,183,72,VIC,Oakleigh Chargers,,""""
49111,1006159,Damon,Greaves,Hawthorn,rookie,44,25/04/2000,186,75,WA,East Perth,,""""
41085,291351,Jack,Gunston,Hawthorn,senior,19,16/10/1991,193,87,VIC,Sandringham Dragons,187,"359"""
47105,1001043,Oliver,Hanrahan,Hawthorn,senior,41,27/08/1998,181,70,VIC,St Kevin's College,4,"6"""
46033,993794,Blake,Hardwick,Hawthorn,senior,15,5/02/1997,181,78,VIC,Eastern Ranges,61,"5"""
40121,291201,Ricky,Henderson,Hawthorn,senior,31,11/09/1988,188,91,VIC,Trentham,147,"77"""
45045,992462,Daniel,Howe,Hawthorn,senior,17,12/04/1995,191,85,VIC,Murray Bushrangers,58,"11"""
44022,296254,Jarman,Impey,Hawthorn,senior,4,9/07/1995,178,82,VIC,Murray Bushrangers,116,"51"""
48131,998390,Changkuoth,Jiath,Hawthorn,rookie,29,13/06/1999,185,74,VIC,Gipplsand Power,0,"0"""
48125,1004991,Harry,Jones,Hawthorn,rookie,40,15/03/1999,183,79,VIC,Murray Bushrangers,0,"0"""
49083,1006030,Jacob,Koschitzke,Hawthorn,senior,34,11/07/2000,196,93,VIC,Murray Bushrangers,,""""
42104,290683,Will,Langford,Hawthorn,rookie,0,3/07/1992,187,83,NSW,Easts,72,"24"""
47097,1000887,Mitch,Lewis,Hawthorn,senior,8,14/10/1998,198,92,VIC,Calder Cannons,11,"15"""
39657,261323,Ben,McEvoy,Hawthorn,senior,7,11/07/1989,200,102,VIC,Murray Bushrangers,202,"84"""
45063,992018,Teia,Miles,Hawthorn,senior,42,11/02/1996,180,70,VIC,Geelong Falcons,12,"5"""
42388,296452,Darren,Minchington,Hawthorn,senior,38,9/12/1993,179,81,VIC,Dandenong Stingrays,28,"22"""
44055,291334,David,Mirra,Hawthorn,senior,32,20/03/1991,186,90,VIC,Box Hill Hawks,11,"0"""
42258,291856,Tom,Mitchell,Hawthorn,senior,3,31/05/1993,182,84,WA,Claremont,109,"61"""
42311,261189,Tim,Mohr,Hawthorn,rookie,39,19/10/1988,196,104,VIC,Casey Scorpions,48,"1"""
48140,1006314,Dylan,Moore,Hawthorn,senior,36,4/08/1999,176,66,VIC,Eastern Ranges,7,"2"""
47034,1000963,Harry,Morrison,Hawthorn,senior,1,12/10/1998,180,73,VIC,Murray Bushrangers,31,"5"""
47131,1007124,Conor,Nash,Hawthorn,senior,11,1/10/1998,197,92,N/A,Leinster (Ireland),14,"6"""
43052,296041,Tim,O'Brien,Hawthorn,senior,23,28/03/1994,193,87,SA,Glenelg,58,"40"""
42265,294613,Jaeger,O'Meara,Hawthorn,senior,10,23/02/1994,183,84,WA,Dongara,87,"52"""
45123,298290,Marc,Pittonet,Hawthorn,senior,27,3/06/1996,202,105,VIC,Oakleigh Chargers,7,"0"""
42135,260710,Paul,Puopolo,Hawthorn,senior,28,2/12/1987,173,78,SA,Norwood,184,"177"""
48223,1004919,Jackson,Ross,Hawthorn,senior,37,22/06/1999,193,74,VIC,Eastern Ranges,0,"0"""
1568,240357,Jarryd,Roughead,Hawthorn,senior,2,23/01/1987,193,98,VIC,Gippsland Power,281,"570"""
40044,281301,Ryan,Schoenmakers,Hawthorn,senior,25,8/11/1990,195,93,SA,Norwood,121,"51"""
47014,998114,Jack,Scrimshaw,Hawthorn,senior,35,4/09/1998,193,84,VIC,Sandringham Dragons,13,"0"""
41001,280969,Tom,Scully,Hawthorn,senior,21,15/05/1991,181,79,VIC,Dandenong Stingrays,167,"81"""
40067,280737,Liam,Shiels,Hawthorn,senior,26,29/04/1991,183,84,VIC,Eastern Ranges,199,"73"""
44040,297566,James,Sicily,Hawthorn,senior,6,6/01/1995,186,83,VIC,Western Jets,77,"55"""
42107,294877,Isaac,Smith,Hawthorn,senior,16,30/12/1988,188,83,VIC,North Ballarat,194,"156"""
41092,280471,Ben,Stratton,Hawthorn,senior,24,1/03/1989,189,88,WA,East Perth,182,"1"""
49092,1002590,Mathew,Walker,Hawthorn,senior,33,14/02/2000,188,84,VIC,GWS Academy,,""""
42251,291962,Chad,Wingard,Hawthorn,senior,20,29/07/1993,183,82,SA,Sturt,156,"241"""
48126,1002222,James,Worpel,Hawthorn,senior,5,24/01/1999,185,86,VIC,Geelong Falcons,28,"12"""
48218,1008855,Oskar,Baker,Melbourne,senior,33,22/11/1999,182,76,QLD,Aspley,6,"2"""
49055,1008139,Toby,Bedford,Melbourne,senior,12,27/05/2000,176,65,VIC,Dandenong Stingrays,,""""
49131,1014081,Austin,Bradtke,Melbourne,rookie,46,27/05/2000,204,88,VIC,Haileybury College,,""""
45002,298279,Angus,Brayshaw,Melbourne,senior,10,9/01/1996,187,90,VIC,Sandringham Dragons,75,"35"""
49112,1005330,Kade,Chandler,Melbourne,rookie,37,15/07/1999,173,73,SA,Norwood,,""""
49144,1006106,Kyle,Dunkley,Melbourne,senior,48,20/06/2000,185,84,VIC,Gippsland Power,2,"1"""
48216,1001438,Bayley,Fritsch,Melbourne,senior,31,6/12/1996,187,80,VIC,Casey Demons,40,"27"""
42269,293738,Sam,Frost,Melbourne,senior,17,28/08/1993,194,94,VIC,Sandringham Dragons,86,"8"""
40117,270653,Jeff,Garlett,Melbourne,senior,36,3/08/1989,180,75,WA,Swan Districts,185,"321"""
41056,290528,Max,Gawn,Melbourne,senior,11,30/12/1991,208,111,VIC,Sandringham Dragons,115,"54"""
47078,1001449,Mitch,Hannan,Melbourne,senior,19,9/04/1994,189,81,VIC,Footscray VFL,41,"48"""
44114,297899,James,Harmes,Melbourne,senior,4,5/10/1995,185,85,VIC,Dandenong Stingrays,86,"54"""
42158,290160,Michael,Hibberd,Melbourne,senior,14,3/01/1990,186,90,VIC,Frankston,137,"13"""
49087,996692,Marty,Hore,Melbourne,senior,34,5/03/1996,190,82,VIC,Collingwood VFL,12,"1"""
44109,994385,Jayden,Hunt,Melbourne,senior,29,3/04/1995,187,85,VIC,Brighton Grammar,64,"29"""
40024,281280,Neville,Jetta,Melbourne,senior,39,12/02/1990,180,81,WA,Swan Districts,147,"24"""
2031,250222,Nathan,Jones,Melbourne,senior,2,20/01/1988,180,87,VIC,Dandenong Stingrays,281,"137"""
49073,1013409,James,Jordon,Melbourne,senior,23,20/12/2000,186,81,VIC,Oakleigh Chargers,,""""
47117,992465,Declan,Keilty,Melbourne,senior,45,8/05/1995,194,93,VIC,Casey Scorpions,2,"0"""
44025,296343,Jay,Kennedy-Harris,Melbourne,senior,24,21/03/1995,173,75,VIC,Oakleigh Chargers,35,"12"""
44005,296209,Kade,Kolodjashnij,Melbourne,senior,16,9/08/1995,190,85,TAS,Launceston,80,"14"""
45003,298281,Jake,Lever,Melbourne,senior,8,5/03/1996,195,93,VIC,Calder Cannons,70,"3"""
1582,250089,Jordan,Lewis,Melbourne,senior,6,24/04/1986,186,87,VIC,Geelong Falcons,313,"158"""
49143,298390,Jay,Lockhart,Melbourne,senior,41,3/02/1996,177,75,TAS,Casey Demons,12,"9"""
42006,281085,Steven,May,Melbourne,senior,1,10/01/1992,193,102,NT,Southern Districts,130,"22"""
47132,1007125,Corey,Maynard,Melbourne,senior,20,7/10/1991,185,91,QLD,Townsville Crocs,2,"1"""
45039,992472,Oscar,McDonald,Melbourne,senior,28,18/03/1996,196,97,VIC,North Ballarat,71,"0"""
42125,291533,Tom,McDonald,Melbourne,senior,25,18/09/1992,194,101,VIC,North Ballarat,161,"102"""
41027,280824,Jake,Melksham,Melbourne,senior,18,29/08/1991,186,82,VIC,Calder Cannons,164,"120"""
45031,296420,Alex,Neal-Bullen,Melbourne,senior,30,9/01/1996,182,82,SA,Glenelg,70,"54"""
49084,1004695,Aaron,Nietschke,Melbourne,senior,27,26/05/2000,184,77,SA,Central District,,""""
46027,996701,Clayton,Oliver,Melbourne,senior,13,22/07/1997,187,88,VIC,Murray Bushrangers,77,"25"""
45001,298210,Christian,Petracca,Melbourne,senior,5,4/01/1996,186,94,VIC,Eastern Ranges,80,"75"""
48090,1008893,Harrison,Petty,Melbourne,senior,35,12/11/1999,194,81,SA,Norwood,8,"4"""
45159,992644,Braydon,Preuss,Melbourne,senior,21,16/06/1995,206,109,QLD,Surfers Paradise,13,"9"""
44008,296359,Christian,Salem,Melbourne,senior,3,15/07/1995,183,83,VIC,Sandringham Dragons,85,"19"""
46116,1003546,Joel,Smith,Melbourne,senior,44,25/02/1996,191,87,VIC,Geelong Supercats,11,"1"""
47110,294823,Tim,Smith,Melbourne,senior,38,20/02/1991,192,94,VIC,Casey Scorpions,12,"10"""
48011,1002282,Charlie,Spargo,Melbourne,senior,9,25/11/1999,172,70,NSW,Murray Bushrangers,24,"16"""
49071,999391,Tom,Sparrow,Melbourne,senior,32,31/05/2000,183,83,SA,South Adelaide,2,"1"""
45022,297139,Billy,Stretch,Melbourne,senior,15,8/09/1996,180,80,SA,Glenelg,45,"10"""
45149,297990,Aaron,Vandenberg,Melbourne,senior,22,3/03/1992,188,90,ACT,Ainslie,35,"22"""
43003,291902,Jack,Viney,Melbourne,senior,7,13/04/1994,178,86,VIC,Oakleigh Chargers,114,"31"""
46069,993940,Corey,Wagner,Melbourne,senior,40,23/03/1997,180,71,QLD,Aspley,14,"3"""
46102,294675,Joshua,Wagner,Melbourne,senior,42,24/06/1994,189,85,QLD,Aspley,39,"2"""
49130,1014082,Guy,Walker,Melbourne,rookie,43,12/09/1995,186,78,VIC,Maribyrnong Park,,""""
46007,993806,Sam,Weideman,Melbourne,senior,26,26/06/1997,195,94,VIC,Eastern Ranges,31,"27"""
45019,298271,Paul,Ahern,North Melbourne,senior,15,1/08/1996,182,83,VIC,Calder Cannons,15,"5"""
43099,291861,Jed,Anderson,North Melbourne,senior,3,16/02/1994,179,81,NT,Darwin,59,"21"""
42007,290787,Shaun,Atley,North Melbourne,senior,18,13/09/1992,189,86,VIC,Murray Bushrangers,193,"43"""
44043,291867,Ben,Brown,North Melbourne,senior,50,20/11/1992,200,101,VIC,Werribee,105,"243"""
42394,290246,Tom,Campbell,North Melbourne,senior,42,2/11/1991,200,106,VIC,Bendigo Bombers,44,"24"""
49097,1006138,Joel,Crocker,North Melbourne,senior,36,14/04/2000,188,77,VIC,Sandringham Dragons,,""""
41005,280921,Ben,Cunnington,North Melbourne,senior,10,30/06/1991,185,88,VIC,Geelong Falcons,204,"84"""
48004,1002267,Luke,Davies-Uniacke,North Melbourne,senior,9,8/06/1999,187,85,VIC,Dandenong Stingrays,19,"5"""
41109,290199,Majak,Daw,North Melbourne,senior,1,11/03/1991,195,97,VIC,Western Jets,50,"40"""
44017,296035,Trent,Dumont,North Melbourne,senior,14,30/06/1995,186,86,SA,Norwood,77,"23"""
45006,297767,Sam,Durdin,North Melbourne,senior,24,6/06/1996,198,95,SA,West Adelaide,15,"1"""
43024,296078,Taylor,Garner,North Melbourne,senior,6,8/01/1994,187,88,VIC,Dandenong Stingrays,38,"26"""
39526,271129,Todd,Goldstein,North Melbourne,senior,22,1/07/1988,201,103,VIC,Oakleigh,229,"117"""
42368,296735,Aaron,Hall,North Melbourne,senior,43,9/11/1990,185,84,TAS,Hobart,109,"80"""
48196,998327,Kyron,Hayden,North Melbourne,senior,37,6/06/1999,186,87,WA,Subiaco,1,"0"""
2025,260227,Shaun,Higgins,North Melbourne,senior,4,4/03/1988,184,89,VIC,Geelong Falcons,215,"215"""
43045,294556,Nathan,Hrovat,North Melbourne,senior,8,7/06/1994,175,78,VIC,Northern Knights,67,"35"""
42029,290802,Ben,Jacobs,North Melbourne,senior,5,9/01/1992,185,85,VIC,Sandringham Dragons,90,"15"""
47095,1001017,Nick,Larkey,North Melbourne,senior,20,6/06/1998,198,85,VIC,Oakleigh Chargers,14,"19"""
41087,290194,Jamie,Macmillan,North Melbourne,senior,34,23/09/1991,188,89,VIC,Oakleigh Chargers,152,"45"""
43503,296355,Luke,McDonald,North Melbourne,senior,11,9/02/1995,189,88,VIC,Werribee,109,"16"""
46080,1002143,Ben,McKay,North Melbourne,senior,23,24/12/1997,199,95,VIC,Gippsland Power,4,"0"""
49033,1008261,Tom,McKenzie,North Melbourne,rookie,39,23/06/2000,183,71,VIC,Northern Knights,,""""
49129,1014044,Red Óg,Murphy,North Melbourne,rookie,45,11/10/2000,185,84,N/A,Ulster (Ireland),,""""
48227,1000905,Tom,Murphy,North Melbourne,rookie,40,19/01/1998,187,79,VIC,Dandenong Stingrays,4,"0"""
41050,290156,Jasper,Pittard,North Melbourne,senior,17,1/01/1991,186,81,VIC,Geelong Falcons,143,"12"""
42008,290738,Jared,Polec,North Melbourne,senior,13,12/10/1992,187,82,SA,Woodville-West Torrens,123,"67"""
49021,1006058,Bailey,Scott,North Melbourne,senior,30,9/07/2000,184,70,QLD,Gold Coast Academy,4,"3"""
47026,993998,Jy,Simpkin,North Melbourne,senior,12,5/03/1998,182,75,VIC,Murray Bushrangers,51,"26"""
